"Key","Type","Desc","English","Chinese (Simplified)","French","German","Italian","Polish","Russian","Spanish","UI_Tester"
"VOID_OMEN_DESCRIPTION_TEXT_15","Text","","The number of reports of encounters with psycho-paranormal phenomena is currently peaking. Since we cannot objectively verify the occurrence of these events, we are increasing the frequency of psyche evaluations of all operatives.

<i>Our people are seeing <b>more</b> oil monsters in the field. Not surprisingly the strict adherents of the scientific method among us are explaining this away as our operatives are going <b>more</b> crazy.""</i>","关于遭遇精神超自然现象的报告目前达到高峰。由于我们无法客观验证这些事件的发生，正在增加对所有干员的心理评估频率。

<i>我们的人员在现场看到的<b>油怪</b>越来越多。不出意外，我们中严格遵循科学方法的人解释为我们的干员变得<b>更加</b>疯狂了。”</i>","<i>""Nos hommes voient de <b>plus en plus</b> de fantômes sur le terrain. Sans surprise, nos adeptes de la méthode scientifique expliquent cela par le fait que nos agents deviennent simplement de <b>plus en plus</b> fous.""</i>","Die Anzahl der gemeldeten Begegnungen mit psycho-paranormalen Erscheinungen erreicht derzeit einen Höhepunkt. Da diese Ereignisse nicht objektiv verifizierbar sind, erhöhen wir die Frequenz psychologischer Untersuchungen aller Einsatzkräfte.

<i>„Unsere Leute sehen <b>mehr</b> Ölmonster. Wenig überraschend erklären unsere streng wissenschaftlichen Kollegen das damit, dass sie einfach <b>verrückter</b> werden.“</i>","","","Количество сообщений о встречах с психо-паранормальными явлениями в настоящее время достигло своего пика. Поскольку мы не можем объективно подтвердить факт существования этих событий, мы увеличиваем частоту психиатрических обследований всех сотрудников.

""<i>Наши люди видят все <b>больше</b> нефтяных фиолетовых монстров в боях. Строгие приверженцы научного метода среди нас объясняют это тем, что наши бойцы все больше сходят с ума.</i>""","",""
"VOID_OMEN_DESCRIPTION_TEXT_16","Text","","We are receiving reports of psycho-paranormal phenomena occurring in areas where no Mist is present. A likely explanation is that it is another manifestation of the mass psychogenic illness or mass hysteria somehow connected to the Oneiric Delirium.","我们收到报告称，在无迷雾区域也出现了精神超自然现象。一个可能的解释是，这可能是与梦魇谵妄相关的群体心理疾病或群体歇斯底里的另一种表现。","<i>Ce n'est pas juste ! Les démons sont censés suivre des règles aussi !</i>","Berichte über psycho-paranormale Ereignisse in nebelfreien Gebieten häufen sich. Eine plausible Erklärung ist eine Form massenpsychogener Erkrankung im Zusammenhang mit dem Oneirischen Delirium.","","","Мы получаем сообщения о психо-паранормальных явлениях, происходящих в районах, где нет Тумана. Вероятным объяснением является то, что это еще одно проявление массового психогенного заболевания или массовой истерии, каким-то образом связанных с Сонным Безумием.","",""
"VOID_OMEN_DESCRIPTION_TEXT_17","Text","","Exploration of havens destroyed by Pandorans typically conform to a scenario of complete destruction of the haven facilities and the physical extermination or kidnapping of all its inhabitants. However, we are receiving reports that havens in areas covered by Mist are suffering a different fate.","对被潘多拉体摧毁的避难所的探索通常符合避难所设施完全毁灭及所有居民被杀害或绑架的情景。然而，我们收到报告称，位于迷雾覆盖区域的避难所遭遇了不同的命运。","<i>Et si c'était leur but ultime ? Faire de nous tous les marionnettes d'une intelligence extraterrestre ?</i>","Bei der Erkundung von Zufluchten, die durch die Pandoraner zerstört wurden, zeigt sich üblicherweise ein Bild der totalen Vernichtung: Die Anlagen sind zerstört, die Bewohner ausgelöscht oder entführt. Uns erreichen jedoch Berichte, wonach Zufluchten in nebelverhangenen Gebieten ein anderes Schicksal ereilt.","","","Исследование убежищ, разрушенных Пандоранами, обычно соответствует сценарию полного уничтожения объектов убежища и физического истребления или похищения всех его обитателей. Однако мы получаем сообщения о том, что убежища в районах, покрытых Туманом, постигает иная участь.","",""
"VOID_OMEN_DESCRIPTION_TEXT_18","Text","","Our intelligence sources within the factions report that they are mobilizing additional personnel to enhance the havens defense capabilities and reduce their dependence on outside help, most notably the Phoenix Project. We have to look for other sources of resource procurement for the time being.

<i>""To keep the Synedrion dream alive, we must keep our people alive. Join the volunteer militia today! Service guarantees basic alimentary allocation."" </i> - Notice on a public Synedrion feed","我们在派系内部的情报显示，他们正在动员更多人员以增强避难所防御能力，减少对外部援助，尤其是凤凰计划的依赖。目前我们必须寻找其他资源获取渠道。

<i>“为了让平衡议会的梦想继续，我们必须让我们的人民活下去。今天就加入志愿民兵吧！服役保证基本食物配给。”</i> — 平衡议会公开信息公告","Nos sources de renseignement au sein des factions rapportent qu’elles mobilisent du personnel supplémentaire afin de renforcer les capacités de défense des refuges et de réduire leur dépendance à l’aide extérieure, notamment celle du Projet Phoenix. Nous devons donc chercher d’autres sources d’approvisionnement en ressources pour le moment.

<i>“Pour que le rêve de Synedrion survive, nous devons garder notre peuple en vie. Rejoignez la milice volontaire dès aujourd’hui ! Le service garantit une allocation alimentaire de base.”</i> - Avis publié sur le flux public de Synedrion
","Unsere Geheimdienstquellen innerhalb der Fraktionen berichten, dass zusätzliches Personal mobilisiert wird, um die Verteidigungsfähigkeit der Zufluchten zu stärken und die Abhängigkeit von externer Hilfe, insbesondere dem Phoenix-Projekt, zu verringern. Wir müssen uns vorerst nach anderen Bezugsquellen für Ressourcen umsehen.

<i>„Um den Traum von Synedrion zu bewahren, müssen wir unser Volk schützen. Tritt noch heute der Freiwilligenmiliz bei! Der Dienst garantiert die Grundversorgung mit Lebensmitteln.“</i> – Mitteilung in einem öffentlichen Synedrion-Feed.","","","Наши разведчики во фракциях сообщают, что там мобилизуют дополнительный персонал для усиления обороноспособности убежищ и уменьшения их зависимости от внешней помощи, в первую очередь - от Проекта Феникс. В настоящее время мы вынуждены искать другие источники закупки ресурсов.

<i>""Чтобы сохранить мечту Синедриона, мы должны сохранить жизнь нашим людям. Присоединяйтесь к добровольческому ополчению сегодня! Служба - это гарантия получение продуктового пайка!"" </i>

- объявление в новостной ленте Синедриона.","",""
"VOID_OMEN_DESCRIPTION_TEXT_19","Text","","We have arrived at a troubling conclusion based on recent operational debriefings: the Pandorans seem to possess intelligence regarding our tactics and war doctrine and are physiologically adapting to it on the fly. Our friends at the Bazaar have confirmed that this is a generalized phenomenon and have expressed willingness to assist us in any way they can.

<i>They *know* us. Is it really all that surprsing? We are seeing their nightmares, they learn our tactics.</i>","根据最近的行动总结，我们得出了一个令人不安的结论：潘多拉体似乎掌握了关于我们战术和战争学说的情报，并且正在生理上即时适应它。我们在市集的朋友们确认这是一个普遍现象，并表示愿意尽其所能协助我们。

<i>他们*了解*我们。这真的令人惊讶吗？我们看到了他们的噩梦，他们学习我们的战术。</i>","<i>Ils nous ""connaissent"". Est-ce vraiment si surprenant ? Nous voyons leurs cauchemars, ils apprennent nos tactiques.""</i>","Nach den jüngsten Einsatznachbesprechungen sind wir zu einer beunruhigenden Schlussfolgerung gelangt: Die Pandoraner scheinen über Informationen zu unseren Taktiken und unserer Kriegsführung zu verfügen und passen sich physiologisch in Windeseile daran an. Unsere Freunde vom Basar haben bestätigt, dass es sich um ein weit verbreitetes Phänomen handelt, und ihre Bereitschaft erklärt, uns nach Kräften zu unterstützen.

<i>„Sie kennen uns. Ist das wirklich überraschend? Wir sehen ihre Albträume – sie lernen unsere Taktiken.“</i>","","","Мы пришли к тревожному выводу, основанному на недавних оперативных отчетах: Пандораны, похоже, обладают информацией о нашей тактике и военной доктрине, и физиологически приспосабливаются к ним налету. Наши друзья с Базара подтвердили, что это распространенное явление, и выразили готовность помочь нам всеми возможными способами.

<i>""Они нас *знают*. Что тут удивительного? Мы видим их кошмары, они учатся с нами воевать.""</i>","",""
"VOID_OMEN_DESCRIPTION_TEXT_20","Text","","<i>They are always coming up with something new.</i>","<i>他们总是在想出新的东西。</i>","<i>Ils sont toujours en train d'inventer quelque chose de nouveau.</i>","<i>„Sie lassen sich immer wieder etwas Neues einfallen.“</i>","","","<i> Они вечно придумывают что-то новое.</i>","",""
"VOID_OMEN_REMOVAL_TEXT_1","Text","","In the aftermath of heightened hostilities and intensified resource acquisition, the operational landscape gradually reverts to established parameters. The aberrant frequency of ambushes diminishes, returning to standard levels.","在敌对行动加剧和资源获取强化的后续阶段，行动环境逐渐恢复到既定参数。异常频繁的伏击现象减少，回归到标准水平。","À la suite de l’intensification des hostilités et de l’augmentation des acquisitions de ressources, le paysage opérationnel revient progressivement aux paramètres habituels. La fréquence anormale des embuscades diminue, retrouvant des niveaux standards.","Nach einer Phase erhöhter Feindseligkeiten und intensiver Ressourcenbeschaffung normalisiert sich die Lage schrittweise. Die ungewöhnlich hohe Häufigkeit von Hinterhalten sinkt wieder auf das übliche Maß.","","","После ряда жестких боев за ресурсы оперативная обстановка постепенно возвращается к обычным параметрам. Аномальная частота засад уменьшается, возвращаясь к стандартному уровню.","",""
"VOID_OMEN_REMOVAL_TEXT_2","Text","","Following a period characterized by a reduction in political engagement, the populace's interest and involvement in factional dynamics show signs of normalization. Diplomatic challenges resume their standard equilibrium. The ebb and flow of diplomatic interactions return to baseline parameters.","在一段政治参与度降低的时期之后，民众对派系动态的兴趣和参与度显示出正常化迹象。外交挑战恢复到标准平衡。外交互动的起伏回归基线参数。","Après une période marquée par une baisse de l’engagement politique, l’intérêt et la participation de la population aux dynamiques factionnelles montrent des signes de normalisation. Les défis diplomatiques retrouvent leur équilibre habituel et le flux des interactions diplomatiques revient aux paramètres standards.","Nach einer Phase abnehmenden politischen Engagements normalisieren sich das Interesse der Bevölkerung an den Machtkämpfen und deren Beteiligung daran wieder. Die diplomatischen Herausforderungen kehren zu ihrem gewohnten Gleichgewicht zurück. Die Dynamik der diplomatischen Interaktionen pendelt sich wieder ein.","","","После периода, характеризующегося снижением политической активности, интерес населения и его вовлеченность в фракционную динамику демонстрируют признаки нормализации. Дипломатические проблемы возвращаются к своему стандартному равновесию. Взлеты и падения дипломатических взаимодействий возвращаются к исходным параметрам.","",""
"VOID_OMEN_REMOVAL_TEXT_3","Text","","The reported increase in feelings of persistent tiredness and increased difficulty in executing strenuous mental or physical tasks has subsided, marking a return to standard operational parameters. We attribute with high confidence the recovery to customary levels of operational efficiency to adjustment in pharmacological and direct-stimulatory therapy. ","报告中持续疲劳感增加以及执行高强度精神或体力任务难度加大的现象已减轻，标志着行动效率恢复到标准参数。我们高度自信地将效率恢复归因于药物治疗和直接刺激疗法的调整。","L’augmentation signalée de la fatigue persistante et des difficultés accrues à accomplir des tâches mentales ou physiques exigeantes a diminué, marquant un retour aux paramètres opérationnels standards. Nous attribuons avec une grande confiance ce rétablissement aux niveaux habituels d’efficacité opérationnelle à l’ajustement des thérapies pharmacologiques et de stimulation directe.","Die berichtete Zunahme anhaltender Müdigkeit und die gesteigerte Schwierigkeit bei anstrengenden geistigen oder körperlichen Tätigkeiten haben nachgelassen, was eine Rückkehr zu den üblichen Leistungsfähigkeitswerten signalisiert. Wir führen die Wiederherstellung der gewohnten Leistungsfähigkeit mit hoher Wahrscheinlichkeit auf die Anpassung der medikamentösen und direkt stimulierenden Therapie zurück.","","","Отмечаемые негативные эффекты (чувство постоянной усталости и неспособность выполнять напряженные умственные или физические задачи) уменьшилось, что свидетельствует о возвращении к стандартным рабочим параметрам. Мы с высокой степенью уверенности связываем восстановление работоспособности до обычного уровня с корректировкой фармакологической и стимулирующей терапии.","",""
"VOID_OMEN_REMOVAL_TEXT_4","Text","","The disconcerting trend observed in operative behavior, marked by increased irritability and self-reliance, has abated. Operational cohesion is restored as operatives regain trust in their teammates. The organization returns to its customary level of teamwork and collaborative task execution","观察到的行动者行为中增加的易怒和自我依赖的令人不安趋势已消退。随着行动者重新建立对队友的信任，行动凝聚力得以恢复。组织回归到其惯常的团队合作和协同任务执行水平。","La tendance inquiétante observée dans le comportement des agents, caractérisée par une irritabilité accrue et une autonomie excessive, a diminué. La cohésion opérationnelle est rétablie, les agents retrouvant confiance en leurs coéquipiers. L’organisation revient à son niveau habituel de travail d’équipe et d’exécution collaborative des missions.","Die zuvor beobachtete Reizbarkeit und Selbstisolierung unserer Einsatzkräfte ist rückläufig. Vertrauen und Zusammenarbeit normalisieren sich, die Mitarbeiter fassen wieder Vertrauen in ihre Teamkollegen. Die Organisation kehrt zu ihrem gewohnten Niveau an Teamarbeit und gemeinsamer Aufgabenerfüllung zurück.","","","Тревожная тенденция в поведении бойцов, характеризующаяся повышенной раздражительностью и уверенностью в себе, уменьшилась. Командная сплоченность восстанавливается по мере того, как бойцы вновь обретают доверие к своим товарищам по оружию. Организация возвращается к привычному уровню командной работы и отрядного выполнения миссий.","",""
"VOID_OMEN_REMOVAL_TEXT_5","Text","","The peculiar shift in attitude among Haven defenders, rendering them perpetually hostile, has concluded. Normalcy is restored, and the defenders resume their customary disposition.","避难所防御者态度的异常转变，使其持续敌对的状况已结束。正常状态恢复，防御者恢复其惯常的态度。","Le changement d’attitude particulier observé chez les défenseurs des refuges, qui les rendait constamment hostiles, a pris fin. La normalité est rétablie et les défenseurs reprennent leur disposition habituelle.","Die ungewöhnliche Feindseligkeit der Zufluchtsverteidiger ist beendet. Die Normalität ist wiederhergestellt, und die Verteidiger nehmen ihre gewohnte Haltung wieder ein.","","","Своеобразный сдвиг в поведении защитников убежищ, который делал их постоянно враждебными, прошел сам собой. Нормальная обстановка восстановлена, и защитники возвращаются к своему обычному поведению.","",""
"VOID_OMEN_REMOVAL_TEXT_6","Text","","The accelerated evolution observed in Pandoran entities, a response to losses sustained in missions and colonies, has ceased. Concurrently, the augmented research output from the Phoenix Project has returned to standard levels. The intricate dance of adaptation and advancement reaches an equilibrium.","潘多拉实体因任务和殖民地损失而加速进化的现象已停止。与此同时，凤凰计划的增强研究产出已回归标准水平。适应与进步的复杂互动达到平衡。","L’évolution accélérée observée chez les entités pandoriennes, réponse aux pertes subies lors des missions et dans les colonies, a cessé. Parallèlement, le rendement accru en recherche du Projet Phénix est revenu à des niveaux standards. La danse complexe de l’adaptation et du progrès atteint un équilibre.","Die bei den pandoranischen Wesen beobachtete beschleunigte Evolution, eine Reaktion auf Verluste in Missionen und Kolonien, ist zum Stillstand gekommen. Gleichzeitig hat sich die gesteigerte Forschungsleistung des Phoenix-Projekts wieder auf das Standardniveau eingependelt. Das komplexe Zusammenspiel von Anpassung und Fortschritt hat ein Gleichgewicht erreicht.","","","Ускоренная эволюция, наблюдаемая у Пандоранских существ в ответ на потери, понесенные в миссиях и колониях, прекратилась. Одновременно с этим процессы исследований в рамках Проекта Феникс вернулись к стандартному уровню. Сложный процесс адаптации и корреляции достиг равновесия.","",""
"VOID_OMEN_REMOVAL_TEXT_7","Text","","The heightened concentrations of Mist observed in covered areas, prompting the augmentation in operative deployment, have abated. The standard Mist levels return, and the organization resumes deploying the customary number of operatives on standard missions. Operational situational awareness is maintained at expected levels.","覆盖区域内观察到的迷雾浓度升高，促使行动者部署增加的情况已减弱。迷雾水平恢复标准，组织恢复在标准任务中部署惯常数量的行动者。行动态势感知维持在预期水平。","Les concentrations accrues de Brume observées dans les zones couvertes, qui avaient justifié l’augmentation du déploiement des agents, ont diminué. Les niveaux de Brume redeviennent standards, et l’organisation reprend le déploiement habituel d’agents lors des missions classiques. La vigilance opérationnelle reste conforme aux attentes.","Die erhöhten Nebelkonzentrationen in den abgedeckten Gebieten haben nachgelassen. Die Organisation setzt wieder auf die gewohnte Anzahl an Einsatzkräften für Standardmissionen. Die operative Lageeinschätzung entspricht dem erwarteten Niveau.","","","Повышенная плотность Тумана, наблюдаемая в некоторых районах и приведшая к усиленному реагированию, уменьшилась. Туман возвращается к обычному уровню, и Феникс возобновляет высадку обычных отрядов в стандартных миссиях. Ситуация продолжает контролироваться в штатном режиме.","",""
"VOID_OMEN_REMOVAL_TEXT_7_ALT","Text","","The previously expanded coverage of Mist observed in affected areas has diminished. Its concentration has also returned to standard levels. Operational situational awareness in areas with Mist presence back at original levels.","先前在受影响区域观察到的迷雾覆盖范围已缩小。其浓度也恢复到标准水平。迷雾存在区域的行动态势感知回归原始水平。","L’étendue de la Brume précédemment élargie dans les zones affectées a diminué. Sa concentration est également revenue à des niveaux standards. La vigilance opérationnelle dans les zones où la Brume est présente retrouve ses niveaux initiaux.","Die zuvor beobachtete ausgeweitete Nebelausdehnung geht zurück. Lageeinschätzung und Sichtverhältnisse entsprechen wieder dem Normalzustand. Auch seine Konzentration entspricht wieder dem ursprünglichen Niveau.","","","","",""
"VOID_OMEN_REMOVAL_TEXT_8","Text","","The heightened diplomatic tensions among factions have dissipated. Intelligence gathered from New Jericho, Disciples of Anu, and Synedrion indicates the conclusion of enhanced security protocols and increased scrutiny of outside contacts. The factions return to standard diplomatic postures, while the temporary doubling of research efforts by factions has concluded.","派系间紧张的外交局势已消散。从新耶利哥、阿努门徒和平衡议会收集的情报显示，强化的安全协议和对外部联系的严格审查已结束。各派系恢复到标准的外交姿态，同时派系研究努力暂时加倍的状态也已结束。","Les tensions diplomatiques accrues entre les factions se sont apaisées. Les renseignements recueillis auprès de la Nouvelle-Jéricho, des Disciples d’Anu et du Synédrion indiquent la fin des protocoles de sécurité renforcés et de la surveillance accrue des contacts extérieurs. Les factions reprennent leurs postures diplomatiques habituelles, tandis que le doublement temporaire des efforts de recherche a pris fin.","Die erhöhten diplomatischen Spannungen zwischen den Fraktionen haben sich gelegt. Geheimdienstinformationen aus Neu-Jericho, den Jüngern Anus und Synedrion deuten darauf hin, dass Sicherheitsmaßnahmen zurückgefahren werden. Die Fraktionen normalisieren ihre diplomatischen Beziehungen. Die vorübergehende Verdopplung ihrer Forschungsaktivitäten ist beendet.","","","Обострившаяся дипломатическая напряженность между фракциями рассеялась. Разведданные, собранные в Новом Иерихоне, Ану и Синедрионе, указывают на принятие усиленных протоколов безопасности и усиление контроля за внешними контактами. Фракции возвращаются к стандартным дипломатическим отношениям, в то время как временное ускорение исследовательских усилий фракций завершилось.","",""
"VOID_OMEN_REMOVAL_TEXT_9","Text","","The heightened frequency of Pandoran concentrations near havens, leading to increased attacks, has subsided. The organization returns to a phase of relative respite from the escalated aggression witnessed against the remaining centers of population. Vigilance, however, remains paramount.","潘多拉体在避难所附近的集中频率升高，导致攻击增加的情况已缓解。组织进入相对平静阶段，远离了对剩余人口中心升级的攻击。然而，警惕性仍然至关重要。","La fréquence accrue des concentrations pandoriennes près des refuges, qui avait entraîné une intensification des attaques, a diminué. L’organisation entre dans une phase de répit relatif face à l’agression accrue observée contre les derniers centres de population. La vigilance reste néanmoins primordiale.","Die Häufung pandoranischer Kräfte nahe den Zufluchten geht zurück. Die Phase erhöhter Aggression klingt ab. Wachsamkeit bleibt jedoch unerlässlich.","","","Скопления Пандоранов вблизи убежищ рассеялись, массированные нападения прекратились. Организация возвращается к фазе относительной передышки после эскалации агрессии, направленной против оставшихся поселений. Однако бдительность терять нельзя..","",""
"VOID_OMEN_REMOVAL_TEXT_10","Text","","The period marked by stronger than expected effects of Mist exposure has concluded. Our operatives, who previously exhibited symptoms resembling myalgic encephalitis or chronic fatigue syndrome, have undergone a transition. ","迷雾暴露产生的超预期强烈影响期已结束。之前表现出类似肌痛性脑炎或慢性疲劳综合症症状的干员，已完成转变。","La période marquée par des effets plus forts que prévu de l’exposition à la Brume est terminée. Nos agents, qui présentaient auparavant des symptômes proches de l’encéphalomyélite myalgique ou du syndrome de fatigue chronique, ont maintenant entamé une phase de transition.","Die verstärkten Auswirkungen langfristiger Nebelexposition sind beendet. Unsere Einsatzkräfte, die zuvor Symptome ähnlich einer Myalgischen Enzephalitis oder eines chronischen Erschöpfungssyndroms aufwiesen, zeigen wieder normale Belastbarkeit.","","","Период, ознаменовавшийся более сильными, чем ожидалось, последствиями воздействия Тумана, подошел к концу. Наши бойцы, у которых ранее наблюдались симптомы энцефалита и синдрома хронической усталости, пришли в себя.","",""
"VOID_OMEN_REMOVAL_TEXT_11","Text","","The departure from established behavioral patterns exhibited by Behemoth entities concludes, restoring conventional expectations of their sub-surface duration. The previously elevated disruption threshold, indicative of prolonged above-surface activity, reverts to its customary parameters.","巨兽实体表现出的偏离既定行为模式的时期结束，恢复了对其地下停留时间的常规预期。之前指示其长时间地表活动的较高干扰阈值，已回归到惯常参数。","L’écart par rapport aux comportements habituels des entités Behemoth prend fin, rétablissant les attentes classiques concernant leur durée sous la surface. Le seuil de perturbation auparavant élevé, révélateur d’une activité prolongée en surface, revient à ses paramètres habituels.","Das Verhalten der Behemoth-Entitäten normalisiert sich. Oberirdische Aktivitätsphasen kehren zu bekannten Mustern zurück. Die zuvor verlängerte Aktivität über der Oberfläche kehrt zum ursprünglichen Muster zurück.","","","Отход от устоявшейся модели поведения, демонстрируемый гигантским существом относительно продолжительности его пребывания под поверхностью воды, завершился. Повышенная ранее продолжительность активности в ""Небе"" возвращается к своим обычным параметрам.","",""
"VOID_OMEN_REMOVAL_TEXT_12","Text","","The surge in Pandoran forces involved in attacks against havens concludes, marking a return to standard levels of engagement. The speculated strategy of overwhelming haven defenses through brute force diminishes, and the havens resume facing challenges within customary parameters.","参与攻击避难所的潘多拉体部队激增现象结束，交战水平恢复到标准水平。通过蛮力压倒避难所防御的推测策略减弱，避难所重新面临常规范围内的挑战。","La montée en puissance des forces pandoriennes impliquées dans les attaques contre les refuges prend fin, marquant un retour à des niveaux d’engagement standard. La stratégie supposée de submerger les défenses des refuges par la force brute s’atténue, et les refuges retrouvent des défis conformes aux paramètres habituels.","Der Anstieg der pandoranischen Streitkräfte bei Angriffen auf Zufluchten ist beendet und sinkt auf das übliche Maß. Die vermutete Strategie, die Verteidigung der Zufluchten mit roher Gewalt zu überwältigen, verliert an Bedeutung. Angriffe auf Zufluchten erfolgen wieder innerhalb gewohnter Parameter.","","","Увеличение численности Пандоранских отрядов при нападениях на убежища завершился. Происходит возвращение к стандартному уровню боевых действий. Предполагаемая стратегия прорыва обороны убежищ грубой силой ослабевает, и убежища снова сталкиваются со стандартными набегами.","",""
"VOID_OMEN_REMOVAL_TEXT_13","Text","","The accelerated pace of Pandoran colony construction has abated. The construction operations return to their customary tempo, offering a brief reprieve in the intensity and number of new colonies established.","潘多拉殖民地建设的加速趋势已减缓。建设活动恢复到惯常节奏，带来新殖民地数量和强度的短暂缓解。","Le rythme accéléré de construction des colonies pandoriennes a diminué. Les opérations de construction reprennent leur tempo habituel, offrant un bref répit face à l’intensité et au nombre de nouvelles colonies établies.","Das beschleunigte Tempo pandoranischer Koloniegründungen lässt nach. Bauaktivitäten kehren zu ihrem üblichen Rhythmus zurück, was eine kurze Atempause ermöglicht.","","","Ускоренные темпы строительства Пандоранских Колоний снизились. Копание нор возвращается к своему обычному темпу, что дает небольшую передышку в интенсивности и количестве создаваемых новых колоний.","",""
"VOID_OMEN_REMOVAL_TEXT_14","Text","","The unexplainable shortcomings in situational awareness during combat operations, linked to a species-wide perception-reducing effect, have dissipated. Our understanding of the unknown neurological condition remains limited, but operational perception is restored to previous baseline level.","与物种范围内感知降低效应相关的战斗行动中无法解释的态势感知不足现象已消散。我们对该未知神经状况的理解仍有限，但作战感知已恢复到先前基线水平。","Les déficiences inexpliquées de la perception situationnelle lors des opérations de combat, liées à un effet réduisant la perception à l’échelle de l’espèce, ont disparu. Notre compréhension de cette condition neurologique inconnue reste limitée, mais la perception opérationnelle retrouve son niveau de référence précédent.","Die zuvor beobachteten Einschränkungen der Gefechtswahrnehmung haben sich aufgelöst. Unser Verständnis der unbekannten neurologischen Störung ist weiterhin begrenzt, aber die operative Wahrnehmung hat wieder das vorherige Niveau erreicht.","","","Необъяснимые недостатки в ориентировании во время боевых действий, связанные с эффектом снижения восприятия в масштабах всего вида, устранены. Наше понимание неизвестного неврологического состояния остается ограниченным, но оперативное восприятие восстанавливается до прежнего базового уровня.","",""
"VOID_OMEN_REMOVAL_TEXT_15","Text","","Reports of encounters with psycho-paranormal phenomena have subsided to previously customary levels. Ongoing psyche evaluations of operatives are maintained for comprehensive assessment.","关于精神超自然现象遭遇的报告已降至先前的常规水平。干员的心理评估持续进行以确保全面监测。","Les signalements de rencontres avec des phénomènes psycho‑paranormaux sont revenus à des niveaux habituels. Les évaluations psychiques des agents se poursuivent afin d’assurer un suivi complet.","Meldungen über psycho-paranormale Phänomene gehen auf das übliche Niveau zurück. Psychologische Beobachtung bleibt bestehen.","","","Количество сообщений о столкновениях с психо-паранормальными явлениями снизилось до обычного уровня. Для всесторонней оценки проводятся постоянные психические обследования бойцов.","",""
"VOID_OMEN_REMOVAL_TEXT_16","Text","","Reports of psycho-paranormal phenomena manifesting in areas devoid of Mist have subsided. Operational vigilance remains a priority.","在无迷雾区域出现精神超自然现象的报告已减少。作战警戒仍为优先事项。","Les signalements de phénomènes psycho‑paranormaux survenant dans des zones dépourvues de Brume ont diminué. La vigilance opérationnelle demeure une priorité.","Berichte über psycho-paranormale Phänomene in nebellosen Gebieten haben nachgelassen. Wachsamkeit im Einsatz bleibt weiterhin oberste Priorität.","","","Количество сообщений о психо-паранормальных явлениях, проявляющихся в районах, где нет Тумана, уменьшилось. Но мы продолжаем наблюдения...","",""
"VOID_OMEN_REMOVAL_TEXT_17","Text","","The anomalous fate befalling havens destroyed by Pandorans, particularly in areas enveloped by Mist, undergoes diminution to previously observed standards.","潘多拉体摧毁的避难所，尤其是被迷雾笼罩区域，遭遇异常命运的现象已减弱至先前观察到的标准水平。","Le sort anormal des refuges détruits par les Pandoriens, en particulier dans les zones enveloppées de Brume, diminue pour revenir aux niveaux observés précédemment.","Das ungewöhnliche Schicksal nebelbedeckter Zufluchten nach pandoranischen Angriffen tritt seltener auf.","","","Аномальное количество заражений убежищ, разрушенных Пандоранами, особенно в районах, окутанных Туманом, снижается до уровня, наблюдавшегося ранее.","",""
"VOID_OMEN_REMOVAL_TEXT_18","Text","","The heightened defense capabilities of havens, facilitated by increased factional mobilization, have stabilized. Simultaneously, the reduced dependence on external assistance, notably from the Phoenix Project, concludes.","避难所因派系动员增强而提升的防御能力已趋于稳定。同时，对外部援助，尤其是来自凤凰计划的依赖减少，已告一段落。","Les capacités défensives accrues des refuges, permises par une mobilisation factionnelle renforcée, se stabilisent. Parallèlement, la dépendance réduite à l’aide extérieure, notamment celle du Projet Phénix, prend fin.","Die erhöhten Verteidigungsfähigkeiten der Zuflucht normalisieren sich. Gleichzeitig endet die Phase der verringerten Abhängigkeit von externer Hilfe, insbesondere vom Phoenix-Projekt, ab.","","","Наращивание обороны убежищ на фоне усиленной мобилизации фракций завершилось. Одновременно отмечается снижение зависимости от внешней помощи, в частности, от Проекта Феникс.","",""
"VOID_OMEN_REMOVAL_TEXT_19","Text","","The unsettling phenomenon of Pandorans gaining adaptive resistance to our tactics and war doctrine has abated. Based on recent operational debriefings, it appears that the Pandorans' seemingly intelligent adaptation to our strategies has concluded. Our associates at the Bazaar claim that they are unable to sustain provision of goods and services at reduced prices.","潘多拉体对我们战术和战争学说获得适应性抗性的令人不安现象已减弱。根据近期行动总结，潘多拉体对我们策略的表面智能适应似乎已结束。市集的合作伙伴声称他们无法继续以降低价格提供商品和服务。","Le phénomène inquiétant des Pandoriens développant une résistance adaptative à nos tactiques et doctrines de guerre a diminué. D’après les récents débriefings opérationnels, il semble que l’adaptation apparemment intelligente des Pandoriens à nos stratégies soit terminée. Nos contacts au Bazar affirment qu’ils ne peuvent plus maintenir la fourniture de biens et services à prix réduits.","Die adaptive Resistenz der Pandoraner gegen unsere Taktiken nimmt ab. Jüngsten Einsatzberichten zufolge scheint die scheinbar intelligente Anpassung der Pandoraner an unsere Strategien abgeschlossen zu sein. Unsere Partner auf dem Basar geben an, dass sie die Versorgung mit Waren und Dienstleistungen zu reduzierten Preisen nicht aufrechterhalten können.","","","Тревожный феномен усиления адаптивной стойкости Пандоранов к нашей тактике и оружию прошел. Судя по недавним оперативным отчетам, кажется, что адапционный потенциал Пандоранов исчерпан. Наши партнеры на Рынке утверждают, что они более не в состоянии поддерживать поставку товаров и услуг по сниженным ценам.","",""
